 1.000000, 0.000000
 0.992294, 0.010407
 0.969253, 0.020341
 0.931288, 0.029328
 0.878994, 0.036927
 0.813166, 0.042711
 0.734886, 0.046342
 0.645375, 0.047517
 0.546037, 0.045961
 0.438459, 0.041551
 0.324335, 0.034181
 0.205466, 0.023835
 0.083728, 0.010605
-0.038987,-0.005356
-0.160741,-0.023804
-0.279656,-0.044389
-0.393841,-0.066774
-0.501572,-0.090457
-0.601154,-0.114948
-0.691076,-0.139683
-0.769997,-0.164068
-0.836665,-0.187460
-0.890149,-0.209281
-0.929670,-0.228889
-0.954634,-0.245705
-0.964797,-0.259148
-0.960005,-0.268700
-0.940474,-0.273904
-0.906583,-0.274392
-0.858928,-0.269845
-0.798364,-0.260063
-0.725913,-0.244911
-0.642796,-0.224418
-0.550401,-0.198660
-0.450209,-0.167852
-0.343867,-0.132328
-0.233100,-0.092532
-0.119633,-0.048952
-0.005325,-0.002243
 0.108081, 0.046892
 0.218787, 0.097674
 0.325083, 0.149236
 0.425367, 0.200690
 0.518097, 0.251122
 0.601917, 0.299600
 0.675573, 0.345164
 0.738060, 0.386898
 0.788491, 0.423963
 0.826182, 0.455458
 0.850749, 0.480728
 0.861888, 0.499023
 0.859630, 0.509827
 0.844142, 0.512696
 0.815836, 0.507309
 0.775323, 0.493484
 0.723395, 0.471160
 0.661016, 0.440489
 0.589328, 0.401700
 0.509552, 0.355220
 0.423078, 0.301584
 0.331370, 0.241493
 0.235923, 0.175771
 0.138340, 0.105335
 0.040162, 0.031236
-0.057039,-0.045366
-0.151769,-0.123295
-0.242546,-0.201315
-0.327998,-0.278100
-0.406873,-0.352397
-0.478057,-0.422895
-0.540529,-0.488388
-0.593478,-0.547639
-0.636219,-0.599567
-0.668279,-0.643162
-0.689367,-0.677526
-0.699347,-0.701926
-0.698294,-0.715720
-0.686438,-0.718513
-0.664190,-0.709998
-0.632145,-0.690130
-0.591006,-0.658986
-0.541673,-0.616871
-0.485076,-0.564257
-0.422315,-0.501816
-0.354534,-0.430357
-0.282937,-0.350902
-0.208792,-0.264565
-0.133335,-0.172643
-0.057802,-0.076510
 0.016541, 0.022355
 0.088549, 0.122440
 0.157094, 0.222114
 0.221198, 0.319803
 0.279931, 0.413923
 0.332469, 0.502915
 0.378155, 0.585284
 0.416456, 0.659642
 0.446944, 0.724677
 0.469375, 0.779244
 0.483642, 0.822352
 0.489776, 0.853160
 0.487976, 0.871029
 0.478484, 0.875530
 0.461760, 0.866436
 0.438368, 0.843745
 0.408918, 0.807657
 0.374126, 0.758614
 0.334834, 0.697256
 0.291833, 0.624439
 0.246025, 0.541169
 0.198325, 0.448698
 0.149632, 0.348399
 0.100848, 0.241752
 0.052797, 0.130421
 0.006317, 0.016129
-0.037828,-0.099384
-0.078997,-0.214270
-0.116565,-0.326716
-0.150060,-0.434950
-0.179052,-0.537217
-0.203253,-0.631870
-0.222465,-0.717368
-0.236625,-0.792306
-0.245735,-0.855419
-0.249916,-0.905683
-0.249367,-0.942198
-0.244423,-0.964324
-0.235450,-0.971633
-0.222907,-0.963942
-0.207282,-0.941282
-0.189138,-0.903958
-0.169042,-0.852474
-0.147603,-0.787591
-0.125401,-0.710273
-0.103046,-0.621662
-0.081088,-0.523148
-0.060045,-0.416211
-0.040407,-0.302530
-0.022599,-0.183859
-0.006958,-0.062029
 0.006211, 0.061052
 0.016709, 0.183447
 0.024400, 0.303247
 0.029267, 0.418546
 0.031312, 0.527573
 0.030702, 0.628574
 0.027589, 0.719993
 0.022263, 0.800348
 0.015046, 0.868419
 0.006302, 0.923093
-0.003540, 0.963546
-0.014023, 0.989135
-0.024659, 0.999435
-0.034974, 0.994324
-0.044496, 0.973861
-0.052751, 0.938414
-0.059297, 0.888516
-0.063784, 0.825007
-0.065813, 0.748878
-0.065111, 0.661336
-0.061495, 0.563799
-0.054796, 0.457778
-0.044969, 0.344951
-0.032029, 0.227134
-0.016114, 0.106159
 0.002609,-0.016053
 0.023850,-0.137608
 0.047258,-0.256615
 0.072405,-0.371212
 0.098773,-0.479598
 0.125843,-0.580142
 0.153005,-0.671285
 0.179632,-0.751656
 0.205115,-0.820032
 0.228751,-0.875454
 0.249947,-0.917051
 0.268044,-0.944304
 0.282495,-0.956832
 0.292749,-0.954573
 0.298349,-0.937620
 0.298914,-0.906323
 0.294107,-0.861293
 0.283761,-0.803323
 0.267754,-0.733406
 0.246101,-0.652730
 0.218909,-0.562624
 0.186407,-0.464614
 0.148946,-0.360240
 0.106967,-0.251244
 0.061068,-0.139332
 0.011856,-0.026307
-0.039888, 0.086047
-0.093356, 0.196005
-0.147694, 0.301859
-0.201926, 0.401944
-0.255119, 0.494827
-0.306284, 0.579073
-0.354457, 0.653447
-0.398694, 0.716941
-0.438047, 0.768639
-0.471725, 0.807886
-0.498901, 0.834193
-0.518906, 0.847316
-0.531144, 0.847209
-0.535173, 0.834056
-0.530641, 0.808206
-0.517396, 0.770257
-0.495331, 0.720969
-0.464599, 0.661260
-0.425443, 0.592227
-0.378292, 0.515076
-0.323695, 0.431166
-0.262352, 0.341929
-0.195105, 0.248833
-0.122913, 0.153401
-0.046831, 0.057222
 0.031968,-0.038224
 0.112262,-0.131413
 0.192770,-0.220923
 0.272164,-0.305399
 0.349132,-0.383572
 0.422346,-0.454344
 0.490539,-0.516694
 0.552477,-0.569857
 0.607028,-0.613117
 0.653142,-0.645970
 0.689886,-0.668142
 0.716498,-0.679495
 0.732337,-0.680059
 0.736930,-0.670064
 0.730018,-0.649907
 0.711447,-0.620106
 0.681356,-0.581393
 0.639988,-0.534608
 0.587832,-0.480651
 0.525544,-0.420591
 0.453948,-0.355541
 0.374020,-0.286660
 0.286950,-0.215186
 0.194006,-0.142323
 0.096561,-0.069292
-0.003876, 0.002701
-0.105731, 0.072558
-0.207419, 0.139149
-0.307291, 0.201529
-0.403760, 0.258766
-0.495224, 0.310114
-0.580157, 0.354869
-0.657125, 0.392529
-0.724815, 0.422712
-0.782037, 0.445143
-0.827754, 0.459731
-0.861095, 0.466491
-0.881405, 0.465590
-0.888211, 0.457320
-0.881252, 0.442106
-0.860500, 0.420454
-0.826151, 0.392987
-0.778588, 0.360393
-0.718467, 0.323435
-0.646596, 0.282968
-0.564028, 0.239799
-0.471938, 0.194830
-0.371700, 0.148900
-0.264870, 0.102893
-0.153035, 0.057604
-0.037965, 0.013840
 0.078600,-0.027726
 0.194815,-0.066408
 0.308832,-0.101672
 0.418867,-0.133030
 0.523133,-0.160131
 0.619953,-0.182684
 0.707785,-0.200507
 0.785150,-0.213553
 0.850826,-0.221839
 0.903668,-0.225517
 0.942778,-0.224815
 0.967513,-0.219993
 0.977386,-0.211478
 0.972182,-0.199683
 0.951888,-0.185125
 0.916807,-0.168340
 0.867412,-0.149861
 0.804407,-0.130299
 0.728767,-0.110218
 0.641606,-0.090167
 0.544282,-0.070666
 0.438261,-0.052217
 0.325220,-0.035295
 0.206885,-0.020249
 0.085116,-0.007431
-0.038194, 0.002930
-0.161107, 0.010666
-0.281716, 0.015687
-0.398114, 0.017975
-0.508469, 0.017624
-0.611042, 0.014756
-0.704260, 0.009613
-0.786615, 0.002487
-0.856853,-0.006302
-0.913846,-0.016297
-0.956725,-0.027116
-0.984832,-0.038270
-0.997726,-0.049257
-0.995209,-0.059603
-0.977340,-0.068850
-0.944441,-0.076495
-0.897015,-0.082156
-0.835871,-0.085406
-0.761971,-0.085940
-0.676473,-0.083499
-0.580798,-0.077883
-0.476440,-0.068987
-0.365047,-0.056780
-0.248390,-0.041307
-0.128315,-0.022721
-0.006699,-0.001267
 0.114521, 0.022767
 0.233497, 0.048982
 0.348338, 0.076891
 0.457274, 0.106006
 0.558641, 0.135701
 0.650899, 0.165349
 0.732643, 0.194327
 0.802622, 0.221931
 0.859859, 0.247505
 0.903500, 0.270363
 0.932951, 0.289880
 0.947829, 0.305429
 0.948027, 0.316523
 0.933622, 0.322642
 0.904935, 0.323405
 0.862514, 0.318506
 0.807169, 0.307733
 0.739814, 0.290979
 0.661626, 0.268273
 0.573901, 0.239753
 0.478118, 0.205649
 0.375820, 0.166341
 0.268670, 0.122318
 0.158437, 0.074145
 0.046800, 0.022507
-0.064425,-0.031800
-0.173498,-0.087954
-0.278741,-0.145009
-0.378552,-0.202002
-0.471419,-0.257958
-0.555971,-0.311853
-0.630955,-0.362667
-0.695318,-0.409436
-0.748177,-0.451201
-0.788842,-0.487091
-0.816828,-0.516282
-0.831843,-0.538087
-0.833842,-0.551866
-0.822947,-0.557161
-0.799509,-0.553621
-0.764077,-0.541063
-0.717414,-0.519395
-0.660360,-0.488723
-0.593982,-0.449339
-0.519517,-0.401639
-0.438215,-0.346187
-0.351482,-0.283715
-0.260781,-0.215049
-0.167608,-0.141209
-0.073473,-0.063234
 0.020096, 0.017670
 0.111652, 0.100253
 0.199774, 0.183187
 0.283120, 0.265130
 0.360485, 0.344737
