 1.000000,-0.000000, 1.000000,-0.000000
-0.037255,-0.999306,-0.281138,-0.959671
-0.997223, 0.074456,-0.841925, 0.539593
 0.111558, 0.993759, 0.754530, 0.656263
 0.988914,-0.148500, 0.417667,-0.908599
-0.185235,-0.982696,-0.989372,-0.145387
-0.975113, 0.221720, 0.138627, 0.990341
 0.257891, 0.966171, 0.911430,-0.411464
 0.955894,-0.293703,-0.651105,-0.758993
-0.329112,-0.944290,-0.545330, 0.838225
-0.931373, 0.364062, 0.957725, 0.287676
 0.398509, 0.917167, 0.006821,-0.999977
 0.901687,-0.432399,-0.961563, 0.274584
-0.465687,-0.884948, 0.533840, 0.845588
-0.866988, 0.498333, 0.661397,-0.750036
 0.530285, 0.847823,-0.905730,-0.423862
 0.827475,-0.561505,-0.152131, 0.988357
-0.591939,-0.805983, 0.991264,-0.131867
-0.783369, 0.621556,-0.405231,-0.914214
 0.650304, 0.759672,-0.763411, 0.645909
 0.734922,-0.678152, 0.834479, 0.551037
-0.705061,-0.709142, 0.294207,-0.955742
-0.682386, 0.730993,-0.999908,-0.013641
 0.755903, 0.654683, 0.268015, 0.963417
 0.626065,-0.779768, 0.849211,-0.528057
-0.802550,-0.596585,-0.745504,-0.666501
-0.566266, 0.824217,-0.430026, 0.902816
 0.844741, 0.535168, 0.987297, 0.158868
 0.503330,-0.864097,-0.125108,-0.992142
-0.882247,-0.470791,-0.916953, 0.398990
-0.437595, 0.899169, 0.640683, 0.767805
 0.914848, 0.403796, 0.556714,-0.830702
 0.369433,-0.929260,-0.953712,-0.300723
-0.942375,-0.334559,-0.020470, 0.999794
-0.299220, 0.954185, 0.965217,-0.261438
 0.964668, 0.263460,-0.522251,-0.852790
 0.227342,-0.973816,-0.671567, 0.740942
-0.981605,-0.190904, 0.899863, 0.436176
-0.154206, 0.988037, 0.165605,-0.986191
 0.993095, 0.117288,-0.992973, 0.118333
 0.080208,-0.996780, 0.392718, 0.919654
-0.999077,-0.043022, 0.772154,-0.635434
-0.005775, 0.999985,-0.826888,-0.562367
 0.999504,-0.031487,-0.307223, 0.951637
-0.068696,-0.997635, 0.999626, 0.027291
-0.994385, 0.105813,-0.254847,-0.966980
 0.142785, 0.989754,-0.856337, 0.516422
 0.983749,-0.179559, 0.736341, 0.676610
-0.216081,-0.976372, 0.442310,-0.896865
-0.967643, 0.252306,-0.985039,-0.172326
 0.288180, 0.957573, 0.111558, 0.993759
 0.946174,-0.323657, 0.922317,-0.386439
-0.358676,-0.933464,-0.630147,-0.776472
-0.919448, 0.393207,-0.567997, 0.823027
 0.427181, 0.904166, 0.949524, 0.313708
 0.887626,-0.460575, 0.034104,-0.999420
-0.493320,-0.869849,-0.968696, 0.248240
-0.850867, 0.525379, 0.510571, 0.859839
 0.556714, 0.830702, 0.681615,-0.731710
 0.809386,-0.587277,-0.893821,-0.448413
-0.617024,-0.786948,-0.179040, 0.983841
-0.763411, 0.645909, 0.994499,-0.104775
 0.673902, 0.738821,-0.380137,-0.924934
 0.713201,-0.700956,-0.780752, 0.624837
-0.727041,-0.686597, 0.819136, 0.573598
-0.659032, 0.752111, 0.320178,-0.947357
 0.776144, 0.630559,-0.999161,-0.040924
 0.601209,-0.799094, 0.241625, 0.970367
-0.820937,-0.571019, 0.863303,-0.504688
-0.540036, 0.841643,-0.727041,-0.686597
 0.861174, 0.508312,-0.454502, 0.890746
 0.475872,-0.879516, 0.982597, 0.185754
-0.896629,-0.442775,-0.097985,-0.995186
-0.409068, 0.912505,-0.927505, 0.373820
 0.927108, 0.374789, 0.619496, 0.785002
 0.339991,-0.940429, 0.579175,-0.815199
-0.952438,-0.304720,-0.945152,-0.326632
-0.269030, 0.963134,-0.047737, 0.998863
 0.972488, 0.232958, 0.971992,-0.235002
 0.196573,-0.980491,-0.498791,-0.866721
-0.987129,-0.159906,-0.691541, 0.722341
-0.123017, 0.992401, 0.887626, 0.460575
 0.996300, 0.085961, 0.192453,-0.981308
 0.048790,-0.998810,-0.995834, 0.091195
-0.999931,-0.011543, 0.367480, 0.930030
 0.025711, 0.999672, 0.789206,-0.614125
 0.998016,-0.062935,-0.811232,-0.584721
-0.100076,-0.994980,-0.333071, 0.942901
-0.990562, 0.137071, 0.998512, 0.054558
 0.173875, 0.984764,-0.228365,-0.973579
 0.977608,-0.210443,-0.870109, 0.492863
-0.246714,-0.969085, 0.717603, 0.696455
-0.959221, 0.282648, 0.466617,-0.884460
 0.318186, 0.948028,-0.979973,-0.199144
 0.935516,-0.353282, 0.084397, 0.996429
-0.387889,-0.921707, 0.932517,-0.361125
-0.906615, 0.421955,-0.608724,-0.793379
 0.455440, 0.890266,-0.590245, 0.807227
 0.872680,-0.488293, 0.940605, 0.339495
-0.520458,-0.853888, 0.061364,-0.998116
-0.833907, 0.551907,-0.975113, 0.221720
 0.582593, 0.812766, 0.486912, 0.873450
 0.790495,-0.612470, 0.701330,-0.712835
-0.641492,-0.767134,-0.881255,-0.472637
-0.742697, 0.669622,-0.205827, 0.978592
 0.696828, 0.717237, 0.996986,-0.077599
 0.690778,-0.723066,-0.354754,-0.934959
-0.748297,-0.663366,-0.797514, 0.603299
-0.635030, 0.772490, 0.803175, 0.595738
 0.795615, 0.605809, 0.345904,-0.938270
 0.575749,-0.817626,-0.997673,-0.068177
-0.838507,-0.544888, 0.215059, 0.976600
-0.513271, 0.858222, 0.876754,-0.480945
 0.876754, 0.480945,-0.708036,-0.706182
 0.447948,-0.894057,-0.478641, 0.878013
-0.910125,-0.414333, 0.977165, 0.212496
-0.380137, 0.924934,-0.070794,-0.997490
 0.938453, 0.345416,-0.937355, 0.348368
 0.310214,-0.950668, 0.597844, 0.801611
-0.961563,-0.274584, 0.601209,-0.799094
-0.238573, 0.971123,-0.935890,-0.352298
 0.979339, 0.202226,-0.074982, 0.997185
 0.165605,-0.986191, 0.978042,-0.208391
-0.991676,-0.128747,-0.474949,-0.880012
-0.091714, 0.995789,-0.710996, 0.703199
 0.998512, 0.054558, 0.874724, 0.484623
 0.017319,-0.999847, 0.219156,-0.975693
-0.999802, 0.019943,-0.997948, 0.063988
 0.057175, 0.998367, 0.341967, 0.939712
 0.995544,-0.094331, 0.805670,-0.592358
-0.131349,-0.991333,-0.794974,-0.606641
-0.985756, 0.168191,-0.358676, 0.933464
 0.204797, 0.978805, 0.996651, 0.081780
 0.970497,-0.241121,-0.201715,-0.979446
-0.277109,-0.960838,-0.883231, 0.468937
-0.949852, 0.312708, 0.698331, 0.715772
 0.347880, 0.937538, 0.490574,-0.871398
 0.923927,-0.382564,-0.974174,-0.225809
-0.416713,-0.909034, 0.057175, 0.998367
-0.892882, 0.450290, 0.942024,-0.335543
 0.483242, 0.875487,-0.586850,-0.809699
 0.856879,-0.515522,-0.612050, 0.790816
-0.547085,-0.837073, 0.930992, 0.365039
-0.816115, 0.577893, 0.088578,-0.996071
 0.607892, 0.794020,-0.980797, 0.195024
 0.770819,-0.637052, 0.462902, 0.886413
-0.665326,-0.746550, 0.720518,-0.693433
-0.721250, 0.692678,-0.868033,-0.496510
 0.719061, 0.694944,-0.232447, 0.972610
 0.667676,-0.744451, 0.998734,-0.050362
-0.768812,-0.639478,-0.329112,-0.944290
-0.610394, 0.792097,-0.813681, 0.581311
 0.814291, 0.580456, 0.786619, 0.617436
 0.549717,-0.835349, 0.371379,-0.928482
-0.855246,-0.518215,-0.995445,-0.095376
-0.485996, 0.873961, 0.188333, 0.982109
 0.891456, 0.453106, 0.889548,-0.456844
 0.419574,-0.907722,-0.688497,-0.725233
