 1.000000, 0.000000
 0.993454, 0.008103
 0.973846, 0.015915
 0.941496, 0.023072
 0.896786, 0.029313
 0.840342, 0.034318
 0.772927, 0.037889
 0.695425, 0.039796
 0.608875, 0.039827
 0.514420, 0.037858
 0.413358, 0.033830
 0.306986, 0.027650
 0.196768, 0.019349
 0.084140, 0.008957
-0.029389,-0.003372
-0.142338,-0.017518
-0.253182,-0.033265
-0.360485,-0.050356
-0.462813,-0.068514
-0.558809,-0.087390
-0.647252,-0.106647
-0.726981,-0.125889
-0.796945,-0.144719
-0.856258,-0.162725
-0.904172,-0.179495
-0.940077,-0.194617
-0.963561,-0.207678
-0.974319,-0.218345
-0.972274,-0.226249
-0.957488,-0.231056
-0.930235,-0.232536
-0.890912,-0.230445
-0.840052,-0.224631
-0.778436,-0.214988
-0.706900,-0.201437
-0.626423,-0.184057
-0.538118,-0.162893
-0.443205,-0.138127
-0.342982,-0.109973
-0.238777,-0.078707
-0.132008,-0.044710
-0.024094,-0.008393
 0.083514, 0.029817
 0.189413, 0.069384
 0.292184, 0.109729
 0.390530, 0.150319
 0.483108, 0.190497
 0.568789, 0.229682
 0.646458, 0.267190
 0.715110, 0.302423
 0.773949, 0.334788
 0.822230, 0.363659
 0.859401, 0.388531
 0.885022, 0.408841
 0.898877, 0.424177
 0.900845, 0.434141
 0.890988, 0.438398
 0.869549, 0.436705
 0.836894, 0.428892
 0.793542, 0.414899
 0.740165, 0.394711
 0.677572, 0.368465
 0.606616, 0.336329
 0.528397, 0.298624
 0.443953, 0.255699
 0.354472, 0.208045
 0.261223, 0.156194
 0.165441, 0.100757
 0.068453, 0.042451
-0.028474,-0.017975
-0.124012,-0.079760
-0.216941,-0.142048
-0.306024,-0.203970
-0.390164,-0.264672
-0.468215,-0.323252
-0.539293,-0.378842
-0.602466,-0.430616
-0.657018,-0.477767
-0.702307,-0.519517
-0.737861,-0.555177
-0.763268,-0.584140
-0.778375,-0.605823
-0.783074,-0.619816
-0.777444,-0.625767
-0.761696,-0.623386
-0.736152,-0.612598
-0.701285,-0.593356
-0.657704,-0.565752
-0.606098,-0.530030
-0.547273,-0.486511
-0.482086,-0.435698
-0.411542,-0.378079
-0.336650,-0.314386
-0.258461,-0.245354
-0.178091,-0.171834
-0.096622,-0.094760
-0.015168,-0.015137
 0.065142, 0.066012
 0.143300, 0.147603
